id,county,facility_name,facility_address,facility_city,facility_state,facility_zip,is_private,in_urban_area,holds_greater_than_72_hours,holds_less_than_1_yr,felonies_greater_than_1_yr,hold_less_than_72_hours,facility_gender,num_inmates_rated_for
6418,Coosa County,Coosa County Jail,296 School Street,Rockford,AL,35136,0,0,1,1,0,1,3,72
6420,Crenshaw County,Crenshaw County Jail,186 Justice Avenue,Luverne,AL,36049,0,0,1,1,1,1,3,20
6422,Dale County,Dale County Jail,124 Adams Street,Ozark,AL,36360,0,0,1,1,1,1,3,120
6423,Dallas County,Dallas County Jail,988 Selfield Road,Selma,AL,36701,0,0,0,1,1,1,3,137
6424,DeKalb County,DeKalb County Detention Center,2801 Jordan Road SW,Fort Payne,AL,35967,0,0,1,1,1,1,3,325
6425,Elmore County,Elmore County Jail,8955 US Highway 231,Wetumpka,AL,36092,0,0,1,1,0,0,3,242
6426,Escambia County,Escambia County Detention Center,316 Court Street,Brewton,AL,36426,0,0,1,1,0,1,3,305
6428,Fayette County,Fayette County Jail,"113 1st Avenue, NW",Fayette,AL,35555,0,0,1,1,1,1,3,50
6429,Franklin County,Franklin County Jail,748 Walnut Gate Road,Russellville,AL,35654,0,0,1,1,1,1,3,230
6430,Geneva County,Geneva County Jail,200 North Commerce Street,Geneva,AL,36340,0,0,1,1,0,1,3,95
6433,Henry County,Henry County Jail,106 East Williams Street,Abbeville,AL,36310,0,0,1,1,1,1,3,117
6434,"Dale County, Henry County, Houston County",Houston County Jail,901 East Main Street,Dothan,AL,36301,0,1,1,1,0,0,3,306
6435,Jackson County,Jackson County Jail,545 Parks Avenue,Scottsboro,AL,35768,0,0,1,1,1,0,3,208
6436,Jefferson County,Birmingham Jail,809 Richard Arrington Jr. Boulevard North,Birmingham,AL,35203,0,1,1,1,0,1,3,1060
6438,Lamar County,Lamar County Jail,118 County Road 9,Vernon,AL,35592,0,0,1,1,0,1,3,100
6439,Lauderdale County,Lauderdale County Jail,653 South Seminary Street,Florence,AL,35630,0,0,1,1,0,1,3,256
6527,Lauderdale County,Lauderdale County Work Release,601 South Seminary Street,Florence,AL,35630,0,0,1,1,1,0,1,120
6440,Lawrence County,Lawrence County Jail,242 Parker Road,Moulton,AL,35650,0,0,1,1,1,1,3,97
6441,Lee County,W.S. Buck Jones Detention Center,1900 Frederick Road,Opelika,AL,36801,0,1,1,1,1,1,3,424
6442,Limestone County,Limestone County Jail,101 W Elm Street,Athens,AL,35611,0,0,1,1,0,1,3,312
6443,Lowndes County,Lowndes County Jail,653 Highway 21 South,Hayneville,AL,36040,0,0,1,1,0,1,3,118
6444,Macon County,Macon County Law Enforcement Center,246 County Road 10,Tuskegee,AL,36083,0,0,1,1,0,1,3,84
6445,"Limestone County, Madison County",Madison County Detention Facility,815 Wheeler Avenue,Huntsville,AL,35801,0,1,1,1,1,1,3,995
6446,Marengo County,Marengo County Detention Center,101 Dunn Street,Linden,AL,36748,0,0,1,1,0,1,3,120
6447,Marion County,Marion County Jail,280 Winchester Drive,Hamilton,AL,35570,0,0,1,1,1,1,3,152
6448,Marshall County,Marshall County Jail,423 Blount Avenue,Guntersville,AL,35976,0,0,1,1,1,1,3,190
6449,Mobile County,Mobile County Metro Jail,450 Saint Emanuel Street,Mobile,AL,36602,0,1,1,1,0,0,3,1677
6450,Monroe County,Monroe County Jail,160 Wilcox Street,Monroeville,AL,36460,0,0,1,1,1,1,3,150
6451,Montgomery County,Mac Sim Butler Montgomery County Detention Facility,225 South McDonough Street,Montgomery,AL,36104,0,1,1,1,1,1,3,1257
6452,"Limestone County, Morgan County",Morgan County Correctional Facility,119 Lee Street NE,Decatur,AL,35601,0,1,1,1,1,1,3,975
6453,Perry County,James Hood Detention Facility,202 Pickens Street,Marion,AL,36756,0,0,1,1,0,1,3,19
6454,Pickens County,Pickens County Jail,202 Cemetery Street,Carrollton,AL,35447,0,0,1,1,0,0,3,204
6455,Pike County,Pike County Jail,120 Church Street,Troy,AL,36081,0,0,1,1,1,1,3,58
6456,Randolph County,Randolph County Jail,1 Main Street South,Wedowee,AL,36278,0,0,1,1,1,1,3,93
6457,"Lee County, Russell County",Russell County Jail,307 Prentiss Drive,Phenix City,AL,36869,0,0,1,1,1,0,3,455
6458,St. Clair County,St. Clair County Jail - Ashville,"48 6th Street, Suite 300",Ashville,AL,35953,0,0,1,1,1,1,3,89
6459,St. Clair County,St. Clair County Jail - Pell City,"1805 1st Avenue, North",Pell City,AL,35125,0,0,1,1,1,1,3,132
6460,Shelby County,Shelby County Jail,380 McDow Road,Columbiana,AL,35051,0,1,1,1,0,1,3,544
6461,Sumter County,Sumter County Jail,118 Hospital Drive,Livingston,AL,35470,0,0,1,1,1,0,3,125
6462,Talladega County,Talladega County Jail,150 East Renfroe Road,Talladega,AL,35160,0,0,1,1,0,1,3,485
6463,Tallapoosa County,Tallapoosa County Jail,316 Industrial Park Drive,Dadeville,AL,36853,0,0,1,1,0,1,3,147
6464,Tuscaloosa County,Tuscaloosa County Jail,1600 26th Avenue,Tuscaloosa,AL,35401,0,1,1,1,0,1,3,540
6465,Walker County,Walker County Jail,2001 2nd Avenue,Jasper,AL,35501,0,0,1,1,1,1,3,277
6466,Washington County,Washington County Jail,45 Court Street,Chatom,AL,36518,0,0,0,1,1,1,3,42
6467,Wilcox County,Prince Arnold Detention Center,240 Highway 265 South,Camden,AL,36726,0,0,1,1,1,1,3,168
6468,Winston County,Winston County Jail,25166 Highway 195,Double Springs,AL,35553,0,0,1,1,1,1,3,96
6469,Baldwin County,Daphne City Jail,1502 US Highway 98,Daphne,AL,36526,0,1,-9,1,-9,-9,3,14
6470,Baldwin County,Fairhope Municipal  Jail,107 North Section Street,Fairhope,AL,36532,0,1,1,1,0,0,3,48
6471,Baldwin County,Foley City Jail,200 East Section Avenue,Foley,AL,36535,0,1,1,1,0,0,3,55
10277,Baldwin County,Robertsdale City Jail,23335 E. Chicago Street,Robertsdale,AL,36567,0,0,1,1,0,1,3,32
6472,Baldwin County,Orange Beach City Jail,4480 Orange Beach Boulevard,Orange Beach,AL,36561,0,1,1,1,0,1,3,30
10275,Baldwin County,Gulf Shores Jail,220 Clubhouse Drive,Gulf Shores,AL,36542,0,1,1,1,0,0,3,24
9810,Barbour County,Eufaula City Jail,545 East Barbour Street,Eufaula,AL,36027,0,0,1,1,0,1,3,6
6474,Calhoun County,Jacksonville City Jail,911 Public Safety Drive SW,Jacksonville,AL,36265,0,1,1,1,0,1,3,26
6475,"Calhoun County, Talladega County",Oxford City Jail,600 Stanley Merrill Drive,Oxford,AL,36203,0,1,1,1,0,1,3,40
6476,"Calhoun County, Cherokee County",Piedmont City Jail,121 West Ladiga Street,Piedmont,AL,36272,0,1,1,1,0,1,3,11
10276,Colbert County,Muscle Shoals City Jail,1000 Avalon Avenue,Muscle Shoals,AL,35661,0,0,1,1,0,0,3,30
6478,Colbert County,Sheffield City Jail,600 N Montgomery Avenue,Sheffield,AL,35660,0,0,1,1,0,1,3,26
10278,Colbert County,Tuscumbia City Jail,218 South Dickson Street,Tuscumbia,AL,35674,0,1,1,1,1,1,3,32
6479,Coosa County,Goodwater City Jail,22546 Alabama Highway 9,Goodwater,AL,35072,0,0,1,1,0,0,3,6
6480,Covington County,Opp City Jail,106 North Main Street,Opp,AL,36467,0,0,1,1,0,1,1,10
6481,Cullman County,Hanceville City Jail,"203 Bangor Avenue, SE",Hanceville,AL,35077,0,0,1,1,0,0,3,11
6482,"Cherokee County, DeKalb County",Collinsville City Jail,39 Post Office Street,Collinsville,AL,35961,0,0,1,0,0,1,3,8
6483,DeKalb County,Fort Payne City Jail,"200 Gault Avenue, South",Fort Payne,AL,35967,0,0,1,1,0,0,3,48
6485,Etowah County,Attalla City Jail,"302 6th Avenue, NW",Attalla,AL,35954,0,1,0,1,0,1,1,26
9815,Franklin County,Red Bay City Jail,112 5th Avenue Southeast,Red Bay,AL,35582,0,0,0,1,0,1,3,8
6486,Franklin County,Russellville City Jail,400 Jackson Avenue,Russellville,AL,35653,0,0,1,1,0,0,3,14
6487,"Dale County, Henry County, Houston County",Dothan City Jail,210 North Saint Andrews Street,Dothan,AL,36303,0,1,0,1,0,0,3,120
6488,Jackson County,Scottsboro City Jail,916 South Broad Street,Scottsboro,AL,35768,0,0,1,1,0,1,3,29
6489,Jackson County,Stevenson City Jail,104 Kentucky Avenue,Stevenson,AL,35772,0,0,1,1,0,1,3,6
6490,Jefferson County,Adamsville City Jail,4911 Main Street,Adamsville,AL,35005,0,1,0,1,0,1,3,30
6492,"Jefferson County, Shelby County",Birmingham City Jail,425 6th Avenue South,Birmingham,AL,35205,0,1,1,1,0,1,3,406
6493,Jefferson County,Brighton City Jail,3700 Main Street,Brighton,AL,35020,0,1,1,1,0,1,3,6
6495,Jefferson County,Fultondale City Jail,1210 Walker Chapel Road,Fultondale,AL,35068,0,1,1,1,0,1,3,2
6496,Jefferson County,Gardendale City Jail,1309 Decatur Highway,Gardendale,AL,35071,0,1,1,1,0,1,3,28
6497,Jefferson County,Homewood City Jail,1833 29th Avenue South,Homewood,AL,35209,0,1,0,1,0,0,3,24
6498,Jefferson County,Irondale City Jail,101 South 20th Street,Irondale,AL,35210,0,1,1,0,0,1,3,12
6500,Jefferson County,Midfield City Jail,725 Bessemer Super Highway,Midfield,AL,35228,0,1,0,1,0,0,3,12
6501,Jefferson County,Mountain Brook City Jail,101 Tibbett Street,Mountain Brook,AL,35213,0,1,1,1,0,0,3,18
6502,Jackson County,Pleasant Grove City Jail,501 Park Road,Pleasant Grove,AL,35127,0,1,1,1,0,0,3,2
6503,Jefferson County,Tarrant City Jail,2593 Commerce Circle,Tarrant,AL,35217,0,1,1,0,0,1,3,12
6504,"Jefferson County, St. Clair County",Trussville City Jail,131 Main Street,Trussville,AL,35173,0,1,1,1,0,1,3,32
6505,Jefferson County,Warrior City Jail,215 North Main Street,Warrior,AL,35180,0,1,1,1,0,1,3,12
6506,Jefferson County,Hueytown City Jail,1318 Hueytown Road,Hueytown,AL,35023,0,1,1,1,0,1,3,40
6507,"Jefferson County, Shelby County",Hoover City Jail,2020 Valleydale Road,Hoover,AL,35244,0,1,1,1,0,1,3,72
6508,Marshall County,Albertville City Jail,201 South Broad Street,Albertville,AL,35950,0,0,0,0,0,1,3,10
6509,"Cullman County, Marshall County",Arab City Jail,740 North Main Street,Arab,AL,35016,0,0,1,1,0,1,3,25
6510,"Etowah County, Marshall County",Boaz City Jail,101 Line Avenue,Boaz,AL,35957,0,0,1,1,0,1,3,50
6513,Mobile County,Bayou La Batre City Jail,8725 Delcambre Street,Bayou La Batre,AL,36509,0,1,1,1,0,1,3,24
6515,Mobile County,Saraland City Jail,716 Saraland Boulevard S,Saraland,AL,36571,0,1,1,1,0,1,3,18
6516,Mobile County,Satsuma City Jail,5668 2nd Street,Satsuma,AL,36572,0,1,1,1,0,1,3,5
10145,Mobile County,Creola Police Department,190 Dead Lake Road,Creola,AL,36525,0,1,1,1,0,0,3,10
6518,Montgomery County,Montgomery Municipal Jail,320 North Ripley Street,Montgomery,AL,36104,0,1,0,1,1,1,3,272
6521,Pike County,Troy City Jail,300 E Elm Street,Troy,AL,36081,0,0,0,1,0,0,3,30
6522,Randolph County,Roanoke City Jail,30 West Point Street,Roanoke,AL,36274,0,0,1,1,0,1,3,62
9813,"Jefferson County, Shelby County",Helena City Jail,816 Highway 52 East,Helena,AL,35080,0,1,1,1,0,0,3,10
6525,Walker County,Carbon Hill City Jail,170 NW 2nd Avenue,Carbon Hill,AL,35549,0,0,1,1,0,1,3,10
10193,Walker County,Jasper City Jail,1610 Alabama Avenue,Jasper,AL,35501,0,0,1,1,0,0,3,54
6526,"Jefferson County, Walker County",Sumiton City Jail,416 State Street,Sumiton,AL,35148,0,0,1,1,0,1,3,10
6528,Bristol Bay Borough,Bristol Bay Borough Jail,"Building 150, King Salmon AFB",King Salmon,AK,99613,0,0,1,0,0,1,3,4
6529,Aleutians West Census Area,Unalaska City Jail,29 Safety Way,Unalaska,AK,99685,0,0,1,1,1,1,3,12
6531,Haines Borough,Haines Rual Jail Facility,3rd & Haines Highway,Haines,AK,99827,0,0,1,0,0,1,3,6
6532,Kenai Peninsula Borough,Homer City Jail,4060 Heath Street,Homer,AK,99603,0,0,1,0,0,1,3,7
6533,Kenai Peninsula Borough,Seward Community Jail,410 Adams Street,Seward,AK,99664,0,0,1,1,0,1,3,15
6534,Northwest Arctic Borough,Kotzebue Regional Jail,258D Fourth Avenue,Kotzebue,AK,99752,0,0,1,1,1,1,3,25
6535,Kodiak Island Borough,Kodiak City Jail,2160 Mill Bay Road,Kodiak,AK,99615,0,0,1,0,0,1,3,6
6536,North Slope Borough,Barrow City Jail,1068 Kiogak Street,Barrow,AK,99723,0,0,1,1,0,1,3,29
6537,Prince of Wales-Hyder Census Area,Craig City Jail,506 Second Street,Craig,AK,99921,0,0,1,1,0,0,3,3
6538,Sitka City and Borough,Sitka City Jail,"304 Lake Street, Room 102",Sitka,AK,99835,0,0,1,1,0,0,3,16
6539,Valdez-Cordova Census Area,Cordova City Jail,602 Railroad Avenue,Cordova,AK,99574,0,0,1,1,0,0,3,6
6540,Valdez-Cordova Census Area,Valdez City Jail,212 Chenega Avenue,Valdez,AK,99686,0,0,1,1,1,1,3,13
6541,Petersburg Census Area,Petersburg Community Jail,14 S Nordic Drive,Petersburg,AK,99833,0,0,1,0,0,1,3,12
6542,Wrangell City and Borough,Wrangell City Jail,431 Zimovia Highway,Wrangell,AK,99929,0,0,1,1,0,1,3,1
6543,Apache County,Apache County Jail,370 South Washington Street,St. Johns,AZ,85936,0,0,1,1,0,0,3,160
6545,Coconino County,Coconino County Jail,951 East Sawmill Road,Flagstaff,AZ,86001,0,1,1,1,0,-9,3,596
6546,Gila County,Gila County Payson Jail,108 West Main Street,Payson,AZ,85541,0,0,0,0,0,1,3,27
6547,Gila County,Gila County Globe Jail,1100 South Street,Globe,AZ,85502,0,0,1,1,0,1,3,225
6549,Greenlee County,Greenlee County Correctional Facility,800 S Coronado Boulevard,Clifton,AZ,85533,0,0,1,1,0,0,3,30
6551,Maricopa County,Maricopa County Estrella Jail,2939 West Durango Street,Phoenix,AZ,85009,0,1,1,1,0,0,3,1268
6552,Maricopa County,Maricopa County Towers Jail,3127 West Gibson Lane,Phoenix,AZ,85009,0,1,1,1,0,0,1,1080
6554,Maricopa County,Maricopa County Durango Jail,3225 West Gibson Lane,Phoenix,AZ,85009,0,1,1,1,0,0,1,1657
6556,Maricopa County,Maricopa County Lower Buckeye Jail,3250 West Lower Buckeye Road,Phoenix,AZ,85009,0,1,1,1,0,1,1,1855
6557,Maricopa County,Maricopa County Fourth Avenue Jail,201 South 4th Avenue,Phoenix,AZ,85003,0,1,1,1,0,1,1,2064
9612,Mohave County,Mohave County Adult Detention Facility,501 West Highway 66,Kingman,AZ,86401,0,1,0,1,0,0,3,708
6562,Navajo County,Navajo County Detention Center,100 East Code Talkers Drive,Holbrook,AZ,86025,0,0,1,1,0,1,3,490
6563,Pima County,Pima County Adult Detention Complex,1270 West Silverlake Road,Tucson,AZ,85713,0,1,1,1,0,1,3,2105
6565,Pinal County,Pinal County Jail,971 North Jason Lopez Circle,Florence,AZ,85132,0,1,1,1,0,1,3,1502
6566,Santa Cruz County,Santa Cruz County Adult Detention Center,2170 North Congress Drive,Nogales,AZ,85621,0,0,1,1,0,1,3,372
6568,Yavapai County,Yavapai County Camp Verde Facility,2830 North Commonwealth Drive,Camp Verde,AZ,86322,0,1,1,1,1,1,3,797
6569,Yuma County,Yuma County Detention Center,200 West Court Street,Yuma,AZ,85364,0,1,1,0,0,0,3,756
6570,La Paz County,La Paz County Adult Detention Facility,1109 Arizona Avenue,Parker,AZ,85344,0,0,1,1,0,0,3,151
9816,Maricopa County,Avondale City Jail,519 East Western Avenue,Avondale,AZ,85323,0,1,1,0,0,0,3,36
6571,Arkansas County,Arkansas County Detention Center,1000 Ricebelt Avenue,DeWitt,AR,72042,0,0,1,1,0,1,3,90
6572,Ashley County,Ashley County Jail,842 Ashley 12 West,Hamburg,AR,71646,0,0,1,1,1,1,3,120
6573,Baxter County,Baxter County Jail,904 Highway 62 West,Mountain Home,AR,72653,0,0,1,1,1,1,3,102
6574,Benton County,Benton County Detention Facility,1300 SW 14th Street,Bentonville,AR,72712,0,1,1,1,0,0,3,669
6575,Boone County,Boone County Law Enforcement Center,5800 Law Drive,Harrison,AR,72601,0,0,1,1,0,1,3,96
6576,Calhoun County,Calhoun County Detention Center,449 9th Street,Hampton,AR,71744,0,0,1,1,0,1,3,25
6577,Carroll County,Carroll County Detention Center,205 Hailey Road,Berryville,AR,72616,0,0,1,1,1,1,3,121
6578,Clark County,Clark County Jail,406 South 5th Street,Arkadelphia,AR,71923,0,0,1,1,0,1,1,49
6579,Clay County,Clay County Jail,268 South 2nd Avenue,Piggott,AR,72454,0,0,1,1,0,1,1,76
6580,Cleburne County,Cleburne County Jail,914 South 9th Street,Heber Springs,AR,72543,0,0,1,1,0,1,1,42
6581,Cleveland County,Cleveland County Jail,20 Magnolia Street,Rison,AR,71665,0,0,1,1,0,0,1,10
6582,Columbia County,Columbia County Jail,82 Columbia Road #300,Magnolia,AR,71753,0,0,1,1,1,1,3,84
6583,Conway County,Conway County Detention Center,30 Southern Valley Drive,Morrilton,AR,72110,0,0,1,1,0,1,3,77
6586,Crittenden County,Crittenden County Jail,350 AFCO Road,West Memphis,AR,72301,0,0,1,1,1,1,3,338
6587,Cross County,Cross County Jail and Detention Center,705 East Union Avenue,Wynne,AR,72396,0,0,1,1,1,1,3,86
6588,Dallas County,Dallas County Jail,106 South Charlotte Street,Fordyce,AR,71742,0,0,0,1,0,1,1,128
6589,Drew County,Drew County Detention Facility,106 South Main Street,Monticello,AR,71655,0,0,-9,-9,-9,-9,-9,43
6590,Faulkner County,Faulkner County Detention Center,801 Locust Street,Conway,AR,72034,0,1,1,1,1,0,1,118
6591,Faulkner County,Faulkner County Detention Center Unit 2,500 South German Lane,Conway,AR,72034,0,1,1,1,1,0,3,306
6592,Franklin County,Franklin County Jail,101 West Main Street,Ozark,AR,72949,0,0,1,1,1,1,3,40
6593,Fulton County,Fulton County Jail,451 North Main Street,Salem,AR,72576,0,0,1,1,1,1,3,30
10169,Garland County,Garland County Detention Center,3564 Albert Pike Road,Hot Springs,AR,71913,0,1,1,1,0,0,3,499
6595,Grant County,Sheridan City Detention Center,304 Gatzke Drive,Sheridan,AR,72150,0,0,1,1,1,1,3,106
6596,Greene County,Greene County Jail,1809 Rockingchair Road,Paragould,AR,72450,0,0,1,1,0,1,3,440
6597,Hempstead County,Hempstead County Jail,312 S Washington Street,Hope,AR,71801,0,0,1,1,0,1,3,54
6599,Howard County,Howard County Detention Facility,101 Isaac Perkins Boulevard,Nashville,AR,71852,0,0,1,0,0,0,3,36
6600,Independence County,Independence County Detention Center,569 West Main Street,Batesville,AR,72501,0,0,1,1,1,0,3,125
6601,Izard County,Izard County Jail,300 Circle Drive,Melbourne,AR,72556,0,0,1,1,0,1,3,20
6603,Jefferson County,W.C. Brassell Adult Detention Center,300 E 2nd Avenue,Pine Bluff,AR,71601,0,1,1,1,0,0,3,316
6605,Lafayette County,Lafayette County Jail,5 Courthouse Square,Lewisville,AR,71845,0,0,1,1,0,1,3,52
6606,Lawrence County,Lawrence County Sheriffs Office and Detention Center,501 West Elm,Walnut Ridge,AR,72476,0,0,1,1,1,1,3,100
6607,Lincoln County,Lincoln County Jail,"300 South Drew Street, Room B-103",Star City,AR,71667,0,0,1,1,0,1,1,16
9783,Little River County,Little River County Jail,351 North 2nd Street,Ashdown,AR,71822,0,0,1,1,0,1,1,24
6608,Logan County,Logan County Detention Center,508 West Grober Street,Paris,AR,72855,0,0,1,1,0,1,3,40
6609,Lonoke County,Lonoke County Detention Center,440 Dee Dee Lane,Lonoke,AR,72086,0,0,1,0,0,0,3,148
6611,Marion County,Marion County Law Enforcement Center,491 Highway 62 West,Yellville,AR,72687,0,0,1,1,0,0,3,56
6612,Miller County,Miller County Jail,2300 East Street,Texarkana,AR,71854,0,0,1,0,1,0,3,290
6613,Mississippi County,Mississippi County Detention Center,685 N County Road 599,Luxora,AR,72358,0,0,1,1,1,1,3,266
6614,Monroe County,Monroe County Detention Center,200 South Main Street,Clarendon,AR,72029,0,0,1,1,0,1,3,34
6615,Montgomery County,Montgomery County Jail,105 Highway 270,Mount Ida,AR,71957,0,0,1,1,0,1,1,12
6616,Nevada County,Nevada County Jail,215 East 3rd Street South,Prescott,AR,71857,0,0,1,1,1,1,3,69
10293,Newton County,Newton County Jail,300 N Springs Street,Jasper,AR,72641,0,0,1,1,1,1,3,36
6618,Ouachita County,Ouachita County Jail,109 Goodgame Street,Camden,AR,71701,0,0,1,1,1,1,3,198
6619,Perry County,Perry County Detention Center,511 Aplin Avenue,Perryville,AR,72126,0,0,1,1,0,1,3,28
6622,Poinsett County,Poinsett County Detention Center,1500 Justice Drive,Harrisburg,AR,72432,0,0,1,1,0,0,3,136
6623,Polk County,Polk County Jail,507 Church Street,Mena,AR,71953,0,0,1,1,0,1,3,26
6624,Pope County,Pope County Detention Center,10 County Complex,Russellville,AR,72802,0,0,1,1,0,0,3,172
6625,Prairie County,Prairie County Jail,"200 Courthouse Square,  Suite 101",Des Arc,AR,72040,0,0,1,1,0,1,3,64
6626,Randolph County,Randolph County Law Enforcement Detention Center,1510 Pace Road,Pocahontas,AR,72455,0,0,1,1,0,1,3,32
6627,St. Francis County,St. Francis County Jail,313 South Izard Street,Forrest City,AR,72335,0,0,1,1,0,0,3,75
6628,Saline County,Saline County Detention Facility,735 S Neeley Street,Benton,AR,72015,0,1,1,1,0,1,3,208
6629,Scott County,Scott County Jail,100 West 1st Street,Waldron,AR,72958,0,0,1,1,0,0,3,70
6630,Searcy County,Searcy County Jail,208 Factory Road,Marshall,AR,72650,0,0,1,1,1,1,3,34
6631,Sebastian County,Sebastian County Adult Detention Center,801 South A Street,Fort Smith,AR,72901,0,1,1,1,0,1,3,386
6632,Sevier County,Sevier County Jail,137 Robinson Road,DeQueen,AR,71832,0,0,1,1,0,0,3,74
6634,Stone County,Stone County Detention Facility,1009 Sheriffs Drive,Mountain View,AR,72560,0,0,1,1,0,0,3,39
6635,Union County,Union County Criminal Justice Facility,250 American Road,El Dorado,AR,71730,0,0,1,1,0,0,3,213
6636,Van Buren County,Van Buren County Detention Center,184 Detention Drive,Clinton,AR,72031,0,0,1,1,1,1,3,53
6637,Washington County,Washington County Detention Center,1155 West Clydesdale Drive,Fayetteville,AR,72701,0,1,1,0,0,0,3,710
6638,White County,White County Detention Center,"1600 East Booth Road, Suite 100",Searcy,AR,72143,0,0,1,1,0,1,3,308
10189,Yell County,Yell County Detention Facility,201 East 5th Street,Danville,AR,72833,0,0,1,1,0,1,3,81
6643,Chicot County,Lake Village City Jail,514 Church Street,Lake Village,AR,71653,0,0,1,1,0,1,3,22
6644,Desha County,Dumas City Jail,149 East Waterman Street,Dumas,AR,71639,0,0,1,0,0,1,3,39
10291,Desha County,McGehee Detention Center,2412 Highway 65 North,McGehee,AR,72654,0,0,1,1,1,1,3,32
6645,Lee County,Marianna City Jail,35 South Poplar Street,Marianna,AR,72360,0,0,1,1,0,1,3,8
6647,Mississippi County,Osceola City Jail,401 W Keiser Avenue,Osceola,AR,72370,0,0,1,1,0,1,3,56
6648,Monroe County,Brinkley City Jail,233 West Cedar Street,Brinkley,AR,72021,0,0,1,1,0,1,3,22
6649,"Benton County, Washington County",Springdale City Jail,201 Spring Street,Springdale,AR,72764,0,1,1,0,0,1,1,12
9720,Pulaski County,Pulaski County Regional Detention Facility,3201 West Roosevelt Road,Little Rock,AR,72204,0,1,1,1,1,0,3,1210
6650,Alameda County,Alamty Santa Rita Jail: Rehabilitation Facility,5325 Broder Boulevard,Dublin,CA,94568,0,1,1,1,1,1,3,3489
6652,Amador County,Amador County Jail,700 Court Street,Jackson,CA,95642,0,0,1,1,1,0,3,76
6653,Butte County,Butte County Jail,35 County Center Drive,Oroville,CA,95965,0,1,1,1,1,1,3,614
6654,Calaveras County,Calaveras County Jail,1045 Jeff Tuttle Drive,San Andreas,CA,95249,0,0,1,1,1,1,3,100
6655,Colusa County,Colusa County Jail,929 Bridge Street,Colusa,CA,95932,0,0,1,1,1,1,3,92
6656,Contra Costa County,Main Detention Center,1000 Ward Street,Martinez,CA,94553,0,1,1,1,1,1,3,713
6657,Contra Costa County,Marsh Creek Detention Facility,12000 Marsh Creek Road,Clayton,CA,94517,0,1,0,1,0,0,1,128
6658,Contra Costa County,West County Detention Facility,5555 Giant Highway,Richmond,CA,94806,0,1,1,1,1,1,3,1096
6660,El Dorado County,El Dorado County Jail,300 Forni  Road,Placerville,CA,95667,0,1,-9,-9,-9,-9,-9,291
6661,El Dorado County,El Dorado County - South Lake Tahoe Jail,1051 Al Tahoe Boulevard,South Lake Tahoe,CA,96150,0,1,-9,-9,-9,-9,-9,125
6663,Fresno County,Fresno County Jail,1225 M Street,Fresno,CA,93721,0,1,1,1,1,1,3,3291
6664,Glenn County,Glenn County Jail,141 South Lassen Street,Willows,CA,95988,0,0,1,1,1,0,3,144
6665,Humboldt County,Humboldt County Correctional Facility,826 4th Street,Eureka,CA,95501,0,1,1,1,1,1,3,417
6667,Inyo County,Inyo County Jail,550 S Clay Street,Independence,CA,93526,0,0,1,1,0,1,3,96
6668,Kern County,Kern County Central Receiving Facility,1415 Truxtun Avenue,Bakersfield,CA,93301,0,1,1,1,0,0,3,292
6669,Kern County,Kern County Lerdo Pre-Trial Facility,17695 Industrial Farm Road,Bakersfield,CA,93308,0,1,1,1,1,0,3,1344
